Sampling	Lat	Long
Community	-27.616667	-66.316667
Community	32.166667	-111.016667
Community	-21.701111	-57.885
Community	-20.544167	-54.398333
Community	-19.581111	-57.039444
Community	-18.280556	-52.048056
Community	-29.566667	17.95
Community	31.100001	30.933333
Community	36.1	137.55
Community	38.516667	-90.55
Community	60.583333	7.55
Community	39.534722	3.129261
Community	28.2	-16.633333
Community	-12.933333	-38.35
Community	-19.113333	-51.734167
Community	51.166667	-114.383333
Community	69.116333	-105.057972
Community	44.7925	-87.314722
Community	-3.066667	-59.95
Community	44.583333	-66.754167
Community	37.866667	-122.25
Community	-31.650001	-52.55
Community	30.283333	130.616667
Community	30.333333	130.566667
Community	30.333333	130.566667
Community	26.9925	104.753889
Community	27.0025	100.1825
Community	27.002778	100.201389
Community	27.015556	100.171389
Community	27.028056	100.184167
Community	31.833333	92.733333
